d1;d2;d3;d4;n
0.0525847;0.0493488;0.0525847;0.0510476;12361
0.0525381;0.04931;0.0525381;0.0510855;12391
0.0524112;0.0491909;0.0526528;0.0512036;12421
0.0525259;0.0491527;0.0526062;0.0513212;12451
0.0524798;0.0490345;0.0525599;0.0513581;12481
0.0524339;0.0493166;0.0524339;0.0513148;12511
0.0523882;0.0492784;0.0523084;0.0512718;12541
0.0522631;0.0493199;0.0522631;0.051229;12571
0.0521387;0.0492818;0.0522974;0.0512658;12601
0.0522524;0.0493231;0.0522524;0.0512232;12631
0.0522866;0.0492852;0.0522076;0.0512598;12661
0.0523205;0.0491687;0.0520842;0.0512174;12691
0.0522758;0.0491314;0.0521972;0.0512538;12721
0.0523096;0.0491726;0.0523096;0.0512117;12751
0.0524998;0.0490572;0.0524216;0.0511697;12781
0.052533;0.0491765;0.0524549;0.051206;12811
0.0524881;0.0492952;0.0523324;0.0510864;12841
0.0524435;0.0491803;0.0523658;0.0509673;12871
0.0523215;0.0492985;0.052399;0.0510038;12901
0.0522775;0.0494935;0.0523548;0.0510401;12931
0.0523108;0.0493789;0.0523108;0.0512306;12961
0.05219;0.0494188;0.05219;0.0512663;12991
0.0521465;0.049305;0.0523001;0.0512249;13021
0.0521799;0.0491916;0.0521799;0.0511072;13051
0.0521367;0.0493846;0.0521367;0.0510664;13081
0.0521699;0.0492716;0.0520937;0.0511784;13111
0.0521269;0.0492352;0.0520508;0.0511377;13141
0.052236;0.049199;0.0520082;0.0510212;13171
0.0521173;0.0492387;0.0519658;0.050981;13201
0.0521503;0.0492782;0.0521503;0.050941;13231
0.0521077;0.0493175;0.0521831;0.0509011;13261
0.0521405;0.0493567;0.0522158;0.0507862;13291
0.0520982;0.0495458;0.0520982;0.0507469;13321
0.052056;0.0495094;0.0519811;0.0508576;13351
0.0519393;0.0493984;0.0519393;0.0507436;13381
0.0518231;0.0492879;0.0519723;0.0507792;13411
0.0517819;0.0493267;0.0520051;0.0506659;13441
0.0517408;0.0492168;0.0520377;0.0507015;13471
0.0516258;0.0494037;0.0519221;0.0506629;13501
0.0515852;0.0495159;0.0518809;0.0506984;13531
0.0515449;0.0494801;0.0518398;0.05066;13561
0.0515782;0.0493709;0.0519461;0.0506217;13591
0.0515381;0.0492622;0.052052;0.0507305;13621
0.0514248;0.0493004;0.0519376;0.0507655;13651
0.0515313;0.0492654;0.0519699;0.0507273;13681
0.0514186;0.0491576;0.0519291;0.0507622;13711
0.0513791;0.0492686;0.0518885;0.0508697;13741
0.0512672;0.0493065;0.0519207;0.0508315;13771
0.0511557;0.0493442;0.0518803;0.050721;13801
0.0511171;0.0493095;0.0519124;0.0506109;13831
0.0511507;0.0494192;0.0518722;0.0507178;13861
0.0511122;0.0493845;0.0517601;0.0508243;13891
0.0511458;0.0495654;0.0517204;0.0508584;13921
0.0511074;0.0494588;0.0516809;0.050749;13951
0.0510693;0.0493527;0.0516415;0.0507117;13981
0.05096;0.0493898;0.0516737;0.0506031;14011
0.0508511;0.0493555;0.0517769;0.0505662;14041
0.0510269;0.0493924;0.0518798;0.0505295;14071
0.0511311;0.0494291;0.0519112;0.050422;14101
0.0510226;0.0494657;0.0520841;0.0503149;14131
0.0509145;0.0495022;0.052115;0.0502083;14161
0.0508773;0.0493975;0.0520048;0.0501726;14191
0.05077;0.0493636;0.0519654;0.0502778;14221
0.0507333;0.0493299;0.0519262;0.0503123;14251
0.0506967;0.0494363;0.0518871;0.0502066;14281
0.0507302;0.0494026;0.0519181;0.050311;14311
0.0507635;0.0493689;0.0518792;0.0502754;14341
0.0507967;0.0494746;0.0519797;0.0502401;14371
